SYMBOL,NAME,CLOSE,VOLUME,UPDATE_DATE,UPDATE_TIME
MANINFRA,MANINFRA,105.39,638868,2026-01-25,10:17:31
EMUDHRA,EMUDHRA,512.75,40005,2026-01-25,10:17:31
RSYSTEMS,RSYSTEMS,356.85,66535,2026-01-25,10:17:31
JKIL,JKIL,557.65,77352,2026-01-25,10:17:31
SWARAJENG,SWARAJENG,3467.7,10946,2026-01-25,10:17:31
KSCL,KSCL,818.85,61705,2026-01-25,10:17:31
SGMART,SGMART,349.3,1868679,2026-01-25,10:17:31
TVSSCS,TVSSCS,93.96,462285,2026-01-25,10:17:31
BANSALWIRE,BANSALWIRE,264.25,57869,2026-01-25,10:17:31
ASHOKA,ASHOKA,146.0,1600922,2026-01-25,10:17:31
GOKEX,GOKEX,557.45,690214,2026-01-25,10:17:31
E2E,E2E,2030.5,46918,2026-01-25,10:17:31
VSTIND,VSTIND,238.4,139135,2026-01-25,10:17:31
SPARC,SPARC,124.94,479073,2026-01-25,10:17:31
BAJAJCON,BAJAJCON,305.8,23382711,2026-01-25,10:17:31
INDIQUBE,INDIQUBE,188.72,6964,2026-01-25,10:17:31
ZOTA,ZOTA,1314.2,80011,2026-01-25,10:17:31
CRIZAC,CRIZAC,225.8,628492,2026-01-25,10:17:31
JSFB,JSFB,373.3,181322,2026-01-25,10:17:31
PRECWIRE,PRECWIRE,214.83,237791,2026-01-25,10:17:31
POCL,POCL,1285.5,236640,2026-01-25,10:17:31
STYL,STYL,241.6,193085,2026-01-25,10:17:31
INNOVACAP,INNOVACAP,678.05,1794064,2026-01-25,10:17:31
SAMHI,SAMHI,175.82,1391235,2026-01-25,10:17:31
CHEMPLASTS,CHEMPLASTS,245.2,91703,2026-01-25,10:17:31
KMEW,KMEW,1581.1,129361,2026-01-25,10:17:31
NFL,NFL,78.6,576962,2026-01-25,10:17:31
LXCHEM,LXCHEM,138.61,301077,2026-01-25,10:17:31
DATAMATICS,DATAMATICS,648.55,53266,2026-01-25,10:17:31
SHOPERSTOP,SHOPERSTOP,348.35,60124,2026-01-25,10:17:31
HGINFRA,HGINFRA,590.05,5478463,2026-01-25,10:17:31
SKIPPER,SKIPPER,336.9,281652,2026-01-25,10:17:31
ORIENTELEC,ORIENTELEC,178.37,767294,2026-01-25,10:17:31
KNRCON,KNRCON,134.36,892526,2026-01-25,10:17:31
ROUTE,ROUTE,600.4,86962,2026-01-25,10:17:31
GREAVESCOT,GREAVESCOT,161.41,453278,2026-01-25,10:17:31
RBA,RBA,64.04,8090030,2026-01-25,10:17:31
NACLIND,NACLIND,159.51,184190,2026-01-25,10:17:31
ARSSBL,ARSSBL,593.65,361025,2026-01-25,10:17:31
KRN,KRN,598.1,208629,2026-01-25,10:17:31
HERITGFOOD,HERITGFOOD,398.55,133374,2026-01-25,10:17:31
SENORES,SENORES,802.0,200814,2026-01-25,10:17:31
GOPAL,GOPAL,296.0,64974,2026-01-25,10:17:31
STYLAMIND,STYLAMIND,2176.3,149831,2026-01-25,10:17:31
ANUP,ANUP,1820.0,41054,2026-01-25,10:17:31
ZAGGLE,ZAGGLE,273.1,767447,2026-01-25,10:17:31
BOSCH_HCIL,BOSCH_HCIL,1345.6,3256,2026-01-25,10:17:31
HEIDELBERG,HEIDELBERG,161.6,67083,2026-01-25,10:17:31
BALAMINES,BALAMINES,1129.6,284608,2026-01-25,10:17:31
VAIBHAVGBL,VAIBHAVGBL,219.22,507249,2026-01-25,10:17:31
HEMIPROP,HEMIPROP,127.66,439646,2026-01-25,10:17:31
AVANTEL,AVANTEL,136.23,1250485,2026-01-25,10:17:31
JTEKTINDIA,JTEKTINDIA,130.69,122863,2026-01-25,10:17:31
MBAPL,MBAPL,408.25,110360,2026-01-25,10:17:31
ARTEMISMED,ARTEMISMED,225.9,110536,2026-01-25,10:17:31
SANATHAN,SANATHAN,430.4,17853,2026-01-25,10:17:31
RPGLIFE,RPGLIFE,2135.7,4017,2026-01-25,10:17:31
ELLEN,ELLEN,249.8,125977,2026-01-25,10:17:31
PACEDIGITK,PACEDIGITK,163.46,306019,2026-01-25,10:17:31
ORCHPHARMA,ORCHPHARMA,688.4,42895,2026-01-25,10:17:31
RAMKY,RAMKY,500.45,42531,2026-01-25,10:17:31
SHANTIGEAR,SHANTIGEAR,450.05,248129,2026-01-25,10:17:31
GUJTHEM,GUJTHEM,317.8,174725,2026-01-25,10:17:31
FOSECOIND,FOSECOIND,4506.2,1087,2026-01-25,10:17:31
VISHNU,VISHNU,507.4,47888,2026-01-25,10:17:31
STYRENIX,STYRENIX,1943.0,22535,2026-01-25,10:17:31
GOODLUCK,GOODLUCK,1022.9,57320,2026-01-25,10:17:31
SHILCTECH,SHILCTECH,2958.2,17760,2026-01-25,10:17:31
OPTIEMUS,OPTIEMUS,383.55,212206,2026-01-25,10:17:31
HARSHA,HARSHA,371.7,15476,2026-01-25,10:17:31
AARTIDRUGS,AARTIDRUGS,370.05,102127,2026-01-25,10:17:31
EMIL,EMIL,87.85,609916,2026-01-25,10:17:31
GOLDIAM,GOLDIAM,296.95,361273,2026-01-25,10:17:31
GUJALKALI,GUJALKALI,453.8,21451,2026-01-25,10:17:31
DCAL,DCAL,209.32,194327,2026-01-25,10:17:31
INDRAMEDCO,INDRAMEDCO,361.0,229722,2026-01-25,10:17:31
ORIANA,ORIANA,1631.15,49800,2026-01-25,10:17:31
MARATHON,MARATHON,490.05,49833,2026-01-25,10:17:31
INTERARCH,INTERARCH,1966.3,63670,2026-01-25,10:17:31
EFCIL,EFCIL,239.6,245133,2026-01-25,10:17:31
KIRLOSIND,KIRLOSIND,3127.8,12838,2026-01-25,10:17:31
KITEX,KITEX,163.68,7861785,2026-01-25,10:17:31
MOSCHIP,MOSCHIP,169.22,1256376,2026-01-25,10:17:31
ROLEXRINGS,ROLEXRINGS,119.92,277330,2026-01-25,10:17:31
ORIENTCEM,ORIENTCEM,158.78,532173,2026-01-25,10:17:31
PARAGMILK,PARAGMILK,260.85,777595,2026-01-25,10:17:31
UFLEX,UFLEX,452.05,8552,2026-01-25,10:17:31
CENTUM,CENTUM,2202.9,24804,2026-01-25,10:17:31
MSTCLTD,MSTCLTD,455.7,97615,2026-01-25,10:17:31
FLAIR,FLAIR,302.3,72782,2026-01-25,10:17:31
RPEL,RPEL,694.55,51267,2026-01-25,10:17:31
WONDERLA,WONDERLA,502.95,85159,2026-01-25,10:17:31
KOLTEPATIL,KOLTEPATIL,356.3,61726,2026-01-25,10:17:31
WEBELSOLAR,WEBELSOLAR,74.78,2441148,2026-01-25,10:17:31
DPABHUSHAN,DPABHUSHAN,1372.3,150834,2026-01-25,10:17:31
MEDIASSIST,MEDIASSIST,420.3,55606,2026-01-25,10:17:31
NAVNETEDUL,NAVNETEDUL,140.24,91594,2026-01-25,10:17:31
SHAREINDIA,SHAREINDIA,142.42,227618,2026-01-25,10:17:31
GUFICBIO,GUFICBIO,309.7,33021,2026-01-25,10:17:31
INDOTHAI,INDOTHAI,248.3,337452,2026-01-25,10:17:31
MPSLTD,MPSLTD,1798.8,19362,2026-01-25,10:17:31
AGIIL,AGIIL,250.9,337121,2026-01-25,10:17:31
INDOSTAR,INDOSTAR,222.87,126998,2026-01-25,10:17:31
REFEX,REFEX,222.75,561300,2026-01-25,10:17:31
MUTHOOTMF,MUTHOOTMF,179.16,128780,2026-01-25,10:17:31
DDEVPLSTIK,DDEVPLSTIK,294.9,272891,2026-01-25,10:17:31
SUVEN,SUVEN,134.07,248500,2026-01-25,10:17:31
ADVENZYMES,ADVENZYMES,268.4,102371,2026-01-25,10:17:31
EIEL,EIEL,170.75,423745,2026-01-25,10:17:31
NSIL,NSIL,5826.0,4035,2026-01-25,10:17:31
NEOGEN,NEOGEN,1131.7,59756,2026-01-25,10:17:31
SANDHAR,SANDHAR,495.6,219332,2026-01-25,10:17:31
GRMOVER,GRMOVER,162.16,1416139,2026-01-25,10:17:31
PAISALO,PAISALO,32.65,3306461,2026-01-25,10:17:31
BOROLTD,BOROLTD,247.0,47845,2026-01-25,10:17:31
JUBLCPL,JUBLCPL,1949.3,4230,2026-01-25,10:17:31
ROSSARI,ROSSARI,533.5,37903,2026-01-25,10:17:31
TVSSRICHAK,TVSSRICHAK,3853.7,2746,2026-01-25,10:17:31
AUTOAXLES,AUTOAXLES,1939.3,17722,2026-01-25,10:17:31
KRISHANA,KRISHANA,484.5,111153,2026-01-25,10:17:31
AWFIS,AWFIS,412.35,129909,2026-01-25,10:17:31
QUESS,QUESS,195.67,395852,2026-01-25,10:17:31
VADILALIND,VADILALIND,4046.6,4145,2026-01-25,10:17:31
AJMERA,AJMERA,148.4,218950,2026-01-25,10:17:31
JTLIND,JTLIND,75.96,13361459,2026-01-25,10:17:31
ASHIANA,ASHIANA,284.35,85692,2026-01-25,10:17:31
KSL,KSL,665.2,17548,2026-01-25,10:17:31
IMAGICAA,IMAGICAA,51.05,335497,2026-01-25,10:17:31
HUBTOWN,HUBTOWN,202.28,875751,2026-01-25,10:17:31
MAHLOG,MAHLOG,290.3,88148,2026-01-25,10:17:31
EBGNG,EBGNG,252.0,81680,2026-01-25,10:17:31
BALMLAWRIE,BALMLAWRIE,167.01,134081,2026-01-25,10:17:31
CYIENTDLM,CYIENTDLM,359.75,199758,2026-01-25,10:17:31
SMSPHARMA,SMSPHARMA,304.0,206623,2026-01-25,10:17:31
SEAMECLTD,SEAMECLTD,1131.5,122710,2026-01-25,10:17:31
MAITHANALL,MAITHANALL,978.6,47031,2026-01-25,10:17:31
FUSION,FUSION,176.75,693253,2026-01-25,10:17:31
GATEWAY,GATEWAY,56.49,341268,2026-01-25,10:17:31
SSWL,SSWL,179.58,226302,2026-01-25,10:17:31
TFCILTD,TFCILTD,60.97,9062098,2026-01-25,10:17:31
RAYMONDREL,RAYMONDREL,412.75,115038,2026-01-25,10:17:31
KKCL,KKCL,457.1,42263,2026-01-25,10:17:31
SINDHUTRAD,SINDHUTRAD,17.92,304299,2026-01-25,10:17:31
BBL,BBL,2445.0,14272,2026-01-25,10:17:31
CARRARO,CARRARO,482.8,75719,2026-01-25,10:17:31
CAMLINFINE,CAMLINFINE,143.07,286744,2026-01-25,10:17:31
KIRIINDUS,KIRIINDUS,457.3,806006,2026-01-25,10:17:31
TRUALT,TRUALT,319.65,230869,2026-01-25,10:17:31
RAMRAT,RAMRAT,290.75,14878,2026-01-25,10:17:31
PSPPROJECT,PSPPROJECT,689.55,113770,2026-01-25,10:17:31
PITTIENG,PITTIENG,725.7,64996,2026-01-25,10:17:31
GREENPLY,GREENPLY,217.95,91867,2026-01-25,10:17:31
HLEGLAS,HLEGLAS,396.15,94971,2026-01-25,10:17:31
63MOONS,63MOONS,589.8,121901,2026-01-25,10:17:31
TATVA,TATVA,1156.6,265417,2026-01-25,10:17:31
NPST,NPST,1294.3,7467,2026-01-25,10:17:31
LUXIND,LUXIND,894.2,37758,2026-01-25,10:17:31
BHAGCHEM,BHAGCHEM,204.63,39090,2026-01-25,10:17:31
PATELENG,PATELENG,28.02,6299613,2026-01-25,10:17:31
DREDGECORP,DREDGECORP,947.8,275745,2026-01-25,10:17:31
GLOBUSSPR,GLOBUSSPR,914.3,58450,2026-01-25,10:17:31
IBULLSLTD,IBULLSLTD,11.44,3104444,2026-01-25,10:17:31
UNICHEMLAB,UNICHEMLAB,370.85,9698,2026-01-25,10:17:31
RAMCOIND,RAMCOIND,302.75,364215,2026-01-25,10:17:31
PRINCEPIPE,PRINCEPIPE,236.15,77026,2026-01-25,10:17:31
SIRCA,SIRCA,459.95,257607,2026-01-25,10:17:31
KDDL,KDDL,2118.3,6668,2026-01-25,10:17:31
BHARATRAS,BHARATRAS,1564.9,44400,2026-01-25,10:17:31
ORISSAMINE,ORISSAMINE,4328.0,8869,2026-01-25,10:17:31
POLYPLEX,POLYPLEX,826.7,27112,2026-01-25,10:17:31
RELTD,RELTD,142.86,62854,2026-01-25,10:17:31
PARKHOTELS,PARKHOTELS,121.03,247293,2026-01-25,10:17:31
DIAMONDYD,DIAMONDYD,1083.3,39894,2026-01-25,10:17:31
WSTCSTPAPR,WSTCSTPAPR,390.65,44938,2026-01-25,10:17:31
GREENPANEL,GREENPANEL,210.15,64038,2026-01-25,10:17:31
SUNCLAY,SUNCLAY,1159.2,69069,2026-01-25,10:17:31
SIYSIL,SIYSIL,561.25,34285,2026-01-25,10:17:31
PREMEXPLN,PREMEXPLN,471.1,143656,2026-01-25,10:17:31
SAMBHV,SAMBHV,86.23,585064,2026-01-25,10:17:31
JISLJALEQS,JISLJALEQS,34.35,1653998,2026-01-25,10:17:31
JISLDVREQS,JISLDVREQS,24.82,38742,2026-01-25,10:17:31
RMDRIP,RMDRIP,100.78,28383536,2026-01-25,10:17:31
SOLARA,SOLARA,518.85,41018,2026-01-25,10:17:31
SOLARAPP1.E1,SOLARAPP1.E1,342.0,752,2026-01-25,10:17:31
FCL,FCL,21.72,1137782,2026-01-25,10:17:31
STYLEBAAZA,STYLEBAAZA,334.6,2269145,2026-01-25,10:17:31
REPCOHOME,REPCOHOME,398.75,90831,2026-01-25,10:17:31
PROTEAN,PROTEAN,609.3,473519,2026-01-25,10:17:31
EUROPRATIK,EUROPRATIK,241.7,83421,2026-01-25,10:17:31
BGRENERGY,BGRENERGY,337.4,104702,2026-01-25,10:17:31
VEEDOL,VEEDOL,1416.6,7528,2026-01-25,10:17:31
RAYMOND,RAYMOND,369.7,248725,2026-01-25,10:17:31
SAGCEM,SAGCEM,186.37,34777,2026-01-25,10:17:31
SETL,SETL,121.48,183881,2026-01-25,10:17:31
UTKARSHBNK,UTKARSHBNK,13.57,12009160,2026-01-25,10:17:31
SANGHVIMOV,SANGHVIMOV,278.25,243406,2026-01-25,10:17:31
GKENERGY,GKENERGY,118.21,493475,2026-01-25,10:17:31
SOTL,SOTL,347.7,18308,2026-01-25,10:17:31
TCPLPACK,TCPLPACK,2644.8,1833,2026-01-25,10:17:31
HIKAL,HIKAL,194.56,135852,2026-01-25,10:17:31
SBCL,SBCL,414.8,41334,2026-01-25,10:17:31
ARVSMART,ARVSMART,522.35,41084,2026-01-25,10:17:31
KSHINTL,KSHINTL,348.9,80477,2026-01-25,10:17:31
JINDWORLD,JINDWORLD,23.86,315736,2026-01-25,10:17:31
TEAMLEASE,TEAMLEASE,1413.7,15397,2026-01-25,10:17:31
VSSL,VSSL,248.25,102987,2026-01-25,10:17:31
RPSGVENT,RPSGVENT,710.15,54944,2026-01-25,10:17:31
ALEMBICLTD,ALEMBICLTD,91.89,175819,2026-01-25,10:17:31
SUNDROP,SUNDROP,624.0,8678,2026-01-25,10:17:31
MARINE,MARINE,170.49,457811,2026-01-25,10:17:31
MANINDS,MANINDS,313.7,303426,2026-01-25,10:17:31
FMGOETZE,FMGOETZE,422.45,33689,2026-01-25,10:17:31
ROSSTECH,ROSSTECH,620.05,62812,2026-01-25,10:17:31
XPROINDIA,XPROINDIA,993.6,37247,2026-01-25,10:17:31
EVEREADY,EVEREADY,319.75,43980,2026-01-25,10:17:31
NUCLEUS,NUCLEUS,890.1,24787,2026-01-25,10:17:31
KRSNAA,KRSNAA,715.75,49315,2026-01-25,10:17:31
RAJRATAN,RAJRATAN,455.3,214454,2026-01-25,10:17:31
UNIVCABLES,UNIVCABLES,666.2,50767,2026-01-25,10:17:31
EASEMYTRIP,EASEMYTRIP,6.35,8606750,2026-01-25,10:17:31
CANTABIL,CANTABIL,277.3,83689,2026-01-25,10:17:31
BOMDYEING,BOMDYEING,111.22,645523,2026-01-25,10:17:31
FISCHER,FISCHER,35.72,940090,2026-01-25,10:17:31
NRBBEARING,NRBBEARING,236.55,139069,2026-01-25,10:17:31
VIMTALABS,VIMTALABS,514.65,77982,2026-01-25,10:17:31
WINDMACHIN,WINDMACHIN,259.9,121580,2026-01-25,10:17:31
EPACK,EPACK,236.2,724725,2026-01-25,10:17:31
VIKRAN,VIKRAN,87.94,1489264,2026-01-25,10:17:31
YATRA,YATRA,143.44,938493,2026-01-25,10:17:31
TAJGVK,TAJGVK,356.8,172208,2026-01-25,10:17:31
TIRUMALCHM,TIRUMALCHM,190.16,310369,2026-01-25,10:17:31
JASH,JASH,355.85,72251,2026-01-25,10:17:31
BRIGHOTEL,BRIGHOTEL,58.84,229340,2026-01-25,10:17:31
POKARNA,POKARNA,720.9,51496,2026-01-25,10:17:31
RPTECH,RPTECH,337.85,69709,2026-01-25,10:17:31
MONARCH,MONARCH,282.65,237059,2026-01-25,10:17:31
PANACEABIO,PANACEABIO,364.1,181272,2026-01-25,10:17:31
DALMIASUG,DALMIASUG,274.3,52893,2026-01-25,10:17:31
SAKSOFT,SAKSOFT,167.0,146059,2026-01-25,10:17:31
DEEPINDS,DEEPINDS,344.5,165043,2026-01-25,10:17:31
MAYURUNIQ,MAYURUNIQ,500.85,241966,2026-01-25,10:17:31
GMBREW,GMBREW,947.3,101932,2026-01-25,10:17:31
KCP,KCP,167.41,166264,2026-01-25,10:17:31
SHRINGARMS,SHRINGARMS,222.33,1084263,2026-01-25,10:17:31
NOCIL,NOCIL,128.23,441351,2026-01-25,10:17:31
CARYSIL,CARYSIL,753.45,41426,2026-01-25,10:17:31
LAOPALA,LAOPALA,192.47,28006,2026-01-25,10:17:31
VINCOFE,VINCOFE,147.59,2056444,2026-01-25,10:17:31
SANGAMIND,SANGAMIND,422.65,16211,2026-01-25,10:17:31
PENIND,PENIND,157.44,582781,2026-01-25,10:17:31
SPANDANA,SPANDANA,238.05,178678,2026-01-25,10:17:31
SSFLPP.E1,SSFLPP.E1,118.45,956,2026-01-25,10:17:31
VENUSPIPES,VENUSPIPES,1026.6,33698,2026-01-25,10:17:31
NILKAMAL,NILKAMAL,1386.8,5683,2026-01-25,10:17:31
GIPCL,GIPCL,136.05,242115,2026-01-25,10:17:31
RHETAN,RHETAN,26.37,3948745,2026-01-25,10:17:31
SGFIN,SGFIN,375.75,391006,2026-01-25,10:17:31
PRABHA,PRABHA,152.27,29905,2026-01-25,10:17:31
SOLARWORLD,SOLARWORLD,241.4,81245,2026-01-25,10:17:31
VENKEYS,VENKEYS,1480.5,14057,2026-01-25,10:17:31
ARKADE,ARKADE,111.41,329532,2026-01-25,10:17:31
SCILAL,SCILAL,44.34,306962,2026-01-25,10:17:31
HONDAPOWER,HONDAPOWER,2028.8,4779,2026-01-25,10:17:31
AEROFLEX,AEROFLEX,158.8,460247,2026-01-25,10:17:31
KICL,KICL,4752.0,1937,2026-01-25,10:17:31
HIRECT,HIRECT,1207.7,15546,2026-01-25,10:17:31
RML,RML,740.2,6005,2026-01-25,10:17:31
GOCOLORS,GOCOLORS,379.1,63847,2026-01-25,10:17:31
HPL,HPL,316.9,100039,2026-01-25,10:17:31
UGROCAP,UGROCAP,146.89,950502,2026-01-25,10:17:31
BEPL,BEPL,82.04,166183,2026-01-25,10:17:31
IOLCP,IOLCP,69.07,585549,2026-01-25,10:17:31
MANGLMCEM,MANGLMCEM,740.7,50218,2026-01-25,10:17:31
JAYKAY,JAYKAY,154.13,143654,2026-01-25,10:17:31
BAJAJHIND,BAJAJHIND,15.67,3869643,2026-01-25,10:17:31
PRAKASH,PRAKASH,111.9,574135,2026-01-25,10:17:31
BFUTILITIE,BFUTILITIE,533.05,10967,2026-01-25,10:17:31
INFOBEAN,INFOBEAN,823.3,618144,2026-01-25,10:17:31
VERANDA,VERANDA,206.83,99637,2026-01-25,10:17:31
ALPEXSOLAR,ALPEXSOLAR,777.35,26100,2026-01-25,10:17:31
INDIANHUME,INDIANHUME,373.15,34907,2026-01-25,10:17:31
SHK,SHK,142.68,176954,2026-01-25,10:17:31
EIHAHOTELS,EIHAHOTELS,325.85,10409,2026-01-25,10:17:31
ACCELYA,ACCELYA,1318.2,6248,2026-01-25,10:17:31
KPEL,KPEL,293.15,291113,2026-01-25,10:17:31
MUFIN,MUFIN,112.53,759958,2026-01-25,10:17:31
STUDDS,STUDDS,496.3,24551,2026-01-25,10:17:31
HINDOILEXP,HINDOILEXP,147.07,243938,2026-01-25,10:17:31
INDOCO,INDOCO,210.36,40832,2026-01-25,10:17:31
ADFFOODS,ADFFOODS,176.54,46428,2026-01-25,10:17:31
THEJO,THEJO,1779.9,3107,2026-01-25,10:17:31
TCIEXP,TCIEXP,495.8,26111,2026-01-25,10:17:31
PFS,PFS,29.85,1298881,2026-01-25,10:17:31
KERNEX,KERNEX,1139.7,200608,2026-01-25,10:17:31
GEOJITFSL,GEOJITFSL,68.29,484091,2026-01-25,10:17:31
JAICORPLTD,JAICORPLTD,108.11,407202,2026-01-25,10:17:31
GVPIL,GVPIL,281.9,84725,2026-01-25,10:17:31
HINDWAREAP,HINDWAREAP,225.65,87190,2026-01-25,10:17:31
HGS,HGS,405.25,14164,2026-01-25,10:17:31
FILATEX,FILATEX,42.74,479423,2026-01-25,10:17:31
SASKEN,SASKEN,1243.6,10089,2026-01-25,10:17:31
MOREPENLAB,MOREPENLAB,34.17,1835014,2026-01-25,10:17:31
UNIPARTS,UNIPARTS,413.5,33660,2026-01-25,10:17:31
WEL,WEL,139.88,142584,2026-01-25,10:17:31
SPECTRUM,SPECTRUM,1184.3,5208,2026-01-25,10:17:31
NITCO,NITCO,80.62,434735,2026-01-25,10:17:31
STEELCAS,STEELCAS,183.37,37983,2026-01-25,10:17:31
EPACKPEB,EPACKPEB,184.1,2941375,2026-01-25,10:17:31
EMSLIMITED,EMSLIMITED,332.5,128408,2026-01-25,10:17:31
SUMMITSEC,SUMMITSEC,1677.5,9670,2026-01-25,10:17:31
SILVERTUC,SILVERTUC,1451.6,70492,2026-01-25,10:17:31
DIVGIITTS,DIVGIITTS,595.95,5292,2026-01-25,10:17:31
GANECOS,GANECOS,682.65,69726,2026-01-25,10:17:31
MOLDTKPAC,MOLDTKPAC,551.05,26875,2026-01-25,10:17:31
MMFL,MMFL,378.4,50913,2026-01-25,10:17:31
MTNL,MTNL,28.85,1514985,2026-01-25,10:17:31
APCOTEXIND,APCOTEXIND,352.5,3665,2026-01-25,10:17:31
CAPACITE,CAPACITE,216.0,138918,2026-01-25,10:17:31
HATHWAY,HATHWAY,10.22,7729835,2026-01-25,10:17:31
ORIENTHOT,ORIENTHOT,101.5,107950,2026-01-25,10:17:31
BCG,BCG,8.94,6260869,2026-01-25,10:17:31
TASTYBITE,TASTYBITE,6997.5,1539,2026-01-25,10:17:31
WAAREEINDO,WAAREEINDO,434.4,79983,2026-01-25,10:17:31
NITINSPIN,NITINSPIN,317.55,68878,2026-01-25,10:17:31
WHEELS,WHEELS,731.5,33285,2026-01-25,10:17:31
INSECTICID,INSECTICID,613.95,23470,2026-01-25,10:17:31
DOLLAR,DOLLAR,313.7,58876,2026-01-25,10:17:31
ANTELOPUS,ANTELOPUS,505.0,3672364,2026-01-25,10:17:31
SHALBY,SHALBY,164.75,213106,2026-01-25,10:17:31
DCXINDIA,DCXINDIA,159.57,385251,2026-01-25,10:17:31
MUKANDLTD,MUKANDLTD,122.67,123260,2026-01-25,10:17:31
KALAMANDIR,KALAMANDIR,115.73,358372,2026-01-25,10:17:31
FINOPB,FINOPB,213.0,261793,2026-01-25,10:17:31
AMRUTANJAN,AMRUTANJAN,603.95,9585,2026-01-25,10:17:31
PIXTRANS,PIXTRANS,1297.5,5228,2026-01-25,10:17:31
RANEHOLDIN,RANEHOLDIN,1233.2,3292,2026-01-25,10:17:31
ALGOQUANT,ALGOQUANT,62.21,256634,2026-01-25,10:17:31
ADOR,ADOR,1002.3,10023,2026-01-25,10:17:31
SDBL,SDBL,89.91,540408,2026-01-25,10:17:31
IDEAFORGE,IDEAFORGE,401.3,482139,2026-01-25,10:17:31
PANAMAPET,PANAMAPET,286.15,49346,2026-01-25,10:17:31
ANONDITA,ANONDITA,952.85,1000,2026-01-25,10:17:31
DELTACORP,DELTACORP,64.07,1139261,2026-01-25,10:17:31
MBEL,MBEL,298.55,204417,2026-01-25,10:17:31
BLISSGVS,BLISSGVS,162.04,4807604,2026-01-25,10:17:31
BAJEL,BAJEL,147.96,152096,2026-01-25,10:17:31
IPL,IPL,147.99,141863,2026-01-25,10:17:31
ARMANFIN,ARMANFIN,1612.1,57340,2026-01-25,10:17:31
SANSTAR,SANSTAR,92.64,139601,2026-01-25,10:17:31
JINDALPOLY,JINDALPOLY,385.25,179301,2026-01-25,10:17:31
SATIN,SATIN,152.13,122459,2026-01-25,10:17:31
WINDLAS,WINDLAS,786.7,21715,2026-01-25,10:17:31
SULA,SULA,193.96,187821,2026-01-25,10:17:31
DIGITIDE,DIGITIDE,109.86,265612,2026-01-25,10:17:31
AWHCL,AWHCL,570.75,9879877,2026-01-25,10:17:31
MSPL,MSPL,28.67,810638,2026-01-25,10:17:31
STOVEKRAFT,STOVEKRAFT,485.6,45602,2026-01-25,10:17:31
ASIANTILES,ASIANTILES,69.15,2468429,2026-01-25,10:17:31
SPAL,SPAL,643.55,33380,2026-01-25,10:17:31
GANDHAR,GANDHAR,163.11,1229124,2026-01-25,10:17:31
NDRAUTO,NDRAUTO,674.1,187978,2026-01-25,10:17:31
INDNIPPON,INDNIPPON,708.25,26222,2026-01-25,10:17:31
DOLPHIN,DOLPHIN,397.45,8850,2026-01-25,10:17:31
UEL,UEL,115.92,759,2026-01-25,10:17:31
SIMPLEXINF,SIMPLEXINF,197.43,49732,2026-01-25,10:17:31
VIDHIING,VIDHIING,318.0,7415,2026-01-25,10:17:31
SOMANYCERA,SOMANYCERA,383.45,40071,2026-01-25,10:17:31
STALLION,STALLION,197.4,465264,2026-01-25,10:17:31
RICOAUTO,RICOAUTO,115.65,2431661,2026-01-25,10:17:31
SANGHIIND,SANGHIIND,60.44,238655,2026-01-25,10:17:31
MOBIKWIK,MOBIKWIK,197.9,768624,2026-01-25,10:17:31
JINDALPHOT,JINDALPHOT,1506.1,131899,2026-01-25,10:17:31
HITECH,HITECH,75.28,880520,2026-01-25,10:17:31
TALBROAUTO,TALBROAUTO,246.35,55590,2026-01-25,10:17:31
RAMCOSYS,RAMCOSYS,408.45,84568,2026-01-25,10:17:31
COSMOFIRST,COSMOFIRST,577.4,100488,2026-01-25,10:17:31
BETA,BETA,1502.9,6068,2026-01-25,10:17:31
ADVAIT,ADVAIT,1385.3,27712,2026-01-25,10:17:31
ASALCBR,ASALCBR,791.05,19579,2026-01-25,10:17:31
VMARCIND,VMARCIND,614.45,6000,2026-01-25,10:17:31
BLSE,BLSE,165.1,183368,2026-01-25,10:17:31
SMCGLOBAL,SMCGLOBAL,71.81,803373,2026-01-25,10:17:31
ORIENTTECH,ORIENTTECH,326.6,343113,2026-01-25,10:17:31
YASHO,YASHO,1246.0,35269,2026-01-25,10:17:31
NIBE,NIBE,1026.3,28451,2026-01-25,10:17:31
GARUDA,GARUDA,159.28,1070705,2026-01-25,10:17:31
GNA,GNA,342.65,71862,2026-01-25,10:17:31
ESAFSFB,ESAFSFB,28.58,426819,2026-01-25,10:17:31
ALLTIME,ALLTIME,227.7,807211,2026-01-25,10:17:31
NAVKARCORP,NAVKARCORP,97.39,274025,2026-01-25,10:17:31
SPIC,SPIC,72.24,376495,2026-01-25,10:17:31
JINDRILL,JINDRILL,505.7,72953,2026-01-25,10:17:31
AIMTRON,AIMTRON,717.65,46400,2026-01-25,10:17:31
JAGRAN,JAGRAN,67.04,111744,2026-01-25,10:17:31
TIL,TIL,218.05,51365,2026-01-25,10:17:31
LANDMARK,LANDMARK,349.45,144006,2026-01-25,10:17:31
VINDHYATEL,VINDHYATEL,1202.9,11989,2026-01-25,10:17:31
DOLATALGO,DOLATALGO,80.71,138978,2026-01-25,10:17:31
SUMEETINDS,SUMEETINDS,27.03,71176,2026-01-25,10:17:31
MOL,MOL,55.75,442257,2026-01-25,10:17:31
EXPLEOSOL,EXPLEOSOL,909.85,8646,2026-01-25,10:17:31
